cid;grupo_cid;descricao_grupo
C38.2;C00-D48;Neoplasias
C38.3;C00-D48;Neoplasias
C38.4;C00-D48;Neoplasias
C38.5;C00-D48;Neoplasias
C38.6;C00-D48;Neoplasias
C38.7;C00-D48;Neoplasias
C38.8;C00-D48;Neoplasias
C38.9;C00-D48;Neoplasias
C39;C00-D48;Neoplasias
C39.0;C00-D48;Neoplasias
C39.1;C00-D48;Neoplasias
C39.2;C00-D48;Neoplasias
C39.3;C00-D48;Neoplasias
C39.4;C00-D48;Neoplasias
C39.5;C00-D48;Neoplasias
C39.6;C00-D48;Neoplasias
C39.7;C00-D48;Neoplasias
C39.8;C00-D48;Neoplasias
C39.9;C00-D48;Neoplasias
C40;C00-D48;Neoplasias
C40.0;C00-D48;Neoplasias
C40.1;C00-D48;Neoplasias
C40.2;C00-D48;Neoplasias
C40.3;C00-D48;Neoplasias
C40.4;C00-D48;Neoplasias
C40.5;C00-D48;Neoplasias
C40.6;C00-D48;Neoplasias
C40.7;C00-D48;Neoplasias
C40.8;C00-D48;Neoplasias
C40.9;C00-D48;Neoplasias
C41;C00-D48;Neoplasias
C41.0;C00-D48;Neoplasias
C41.1;C00-D48;Neoplasias
C41.2;C00-D48;Neoplasias
C41.3;C00-D48;Neoplasias
C41.4;C00-D48;Neoplasias
C41.5;C00-D48;Neoplasias
C41.6;C00-D48;Neoplasias
C41.7;C00-D48;Neoplasias
C41.8;C00-D48;Neoplasias
C41.9;C00-D48;Neoplasias
C42;C00-D48;Neoplasias
C42.0;C00-D48;Neoplasias
C42.1;C00-D48;Neoplasias
C42.2;C00-D48;Neoplasias
C42.3;C00-D48;Neoplasias
C42.4;C00-D48;Neoplasias
C42.5;C00-D48;Neoplasias
C42.6;C00-D48;Neoplasias
C42.7;C00-D48;Neoplasias
C42.8;C00-D48;Neoplasias
C42.9;C00-D48;Neoplasias
C43;C00-D48;Neoplasias
C43.0;C00-D48;Neoplasias
C43.1;C00-D48;Neoplasias
C43.2;C00-D48;Neoplasias
C43.3;C00-D48;Neoplasias
C43.4;C00-D48;Neoplasias
C43.5;C00-D48;Neoplasias
C43.6;C00-D48;Neoplasias
C43.7;C00-D48;Neoplasias
C43.8;C00-D48;Neoplasias
C43.9;C00-D48;Neoplasias
C44;C00-D48;Neoplasias
C44.0;C00-D48;Neoplasias
C44.1;C00-D48;Neoplasias
C44.2;C00-D48;Neoplasias
C44.3;C00-D48;Neoplasias
C44.4;C00-D48;Neoplasias
C44.5;C00-D48;Neoplasias
C44.6;C00-D48;Neoplasias
C44.7;C00-D48;Neoplasias
C44.8;C00-D48;Neoplasias
C44.9;C00-D48;Neoplasias
C45;C00-D48;Neoplasias
C45.0;C00-D48;Neoplasias
C45.1;C00-D48;Neoplasias
C45.2;C00-D48;Neoplasias
C45.3;C00-D48;Neoplasias
C45.4;C00-D48;Neoplasias
C45.5;C00-D48;Neoplasias
C45.6;C00-D48;Neoplasias
C45.7;C00-D48;Neoplasias
C45.8;C00-D48;Neoplasias
C45.9;C00-D48;Neoplasias
C46;C00-D48;Neoplasias
C46.0;C00-D48;Neoplasias
C46.1;C00-D48;Neoplasias
C46.2;C00-D48;Neoplasias
C46.3;C00-D48;Neoplasias
C46.4;C00-D48;Neoplasias
C46.5;C00-D48;Neoplasias
C46.6;C00-D48;Neoplasias
C46.7;C00-D48;Neoplasias
C46.8;C00-D48;Neoplasias
C46.9;C00-D48;Neoplasias
C47;C00-D48;Neoplasias
C47.0;C00-D48;Neoplasias
C47.1;C00-D48;Neoplasias
C47.2;C00-D48;Neoplasias
C47.3;C00-D48;Neoplasias
C47.4;C00-D48;Neoplasias
C47.5;C00-D48;Neoplasias
C47.6;C00-D48;Neoplasias
C47.7;C00-D48;Neoplasias
C47.8;C00-D48;Neoplasias
C47.9;C00-D48;Neoplasias
C48;C00-D48;Neoplasias
C48.0;C00-D48;Neoplasias
C48.1;C00-D48;Neoplasias
C48.2;C00-D48;Neoplasias
C48.3;C00-D48;Neoplasias
C48.4;C00-D48;Neoplasias
C48.5;C00-D48;Neoplasias
C48.6;C00-D48;Neoplasias
C48.7;C00-D48;Neoplasias
C48.8;C00-D48;Neoplasias
C48.9;C00-D48;Neoplasias
C49;C00-D48;Neoplasias
C49.0;C00-D48;Neoplasias
C49.1;C00-D48;Neoplasias
C49.2;C00-D48;Neoplasias
C49.3;C00-D48;Neoplasias
C49.4;C00-D48;Neoplasias
C49.5;C00-D48;Neoplasias
C49.6;C00-D48;Neoplasias
C49.7;C00-D48;Neoplasias
C49.8;C00-D48;Neoplasias
C49.9;C00-D48;Neoplasias
C50;C00-D48;Neoplasias
C50.0;C00-D48;Neoplasias
C50.1;C00-D48;Neoplasias
C50.2;C00-D48;Neoplasias
C50.3;C00-D48;Neoplasias
C50.4;C00-D48;Neoplasias
C50.5;C00-D48;Neoplasias
C50.6;C00-D48;Neoplasias
C50.7;C00-D48;Neoplasias
C50.8;C00-D48;Neoplasias
C50.9;C00-D48;Neoplasias
C51;C00-D48;Neoplasias
C51.0;C00-D48;Neoplasias
C51.1;C00-D48;Neoplasias
C51.2;C00-D48;Neoplasias
C51.3;C00-D48;Neoplasias
C51.4;C00-D48;Neoplasias
C51.5;C00-D48;Neoplasias
C51.6;C00-D48;Neoplasias
C51.7;C00-D48;Neoplasias
C51.8;C00-D48;Neoplasias
C51.9;C00-D48;Neoplasias
C52;C00-D48;Neoplasias
C52.0;C00-D48;Neoplasias
C52.1;C00-D48;Neoplasias
C52.2;C00-D48;Neoplasias
C52.3;C00-D48;Neoplasias
C52.4;C00-D48;Neoplasias
C52.5;C00-D48;Neoplasias
C52.6;C00-D48;Neoplasias
C52.7;C00-D48;Neoplasias
C52.8;C00-D48;Neoplasias
C52.9;C00-D48;Neoplasias
C53;C00-D48;Neoplasias
C53.0;C00-D48;Neoplasias
C53.1;C00-D48;Neoplasias
C53.2;C00-D48;Neoplasias
C53.3;C00-D48;Neoplasias
C53.4;C00-D48;Neoplasias
C53.5;C00-D48;Neoplasias
C53.6;C00-D48;Neoplasias
C53.7;C00-D48;Neoplasias
C53.8;C00-D48;Neoplasias
C53.9;C00-D48;Neoplasias
C54;C00-D48;Neoplasias
C54.0;C00-D48;Neoplasias
C54.1;C00-D48;Neoplasias
C54.2;C00-D48;Neoplasias
C54.3;C00-D48;Neoplasias
C54.4;C00-D48;Neoplasias
C54.5;C00-D48;Neoplasias
C54.6;C00-D48;Neoplasias
C54.7;C00-D48;Neoplasias
C54.8;C00-D48;Neoplasias
C54.9;C00-D48;Neoplasias
C55;C00-D48;Neoplasias
C55.0;C00-D48;Neoplasias
C55.1;C00-D48;Neoplasias
C55.2;C00-D48;Neoplasias
C55.3;C00-D48;Neoplasias
C55.4;C00-D48;Neoplasias
C55.5;C00-D48;Neoplasias
C55.6;C00-D48;Neoplasias
C55.7;C00-D48;Neoplasias
C55.8;C00-D48;Neoplasias
C55.9;C00-D48;Neoplasias
C56;C00-D48;Neoplasias
C56.0;C00-D48;Neoplasias
C56.1;C00-D48;Neoplasias
C56.2;C00-D48;Neoplasias
C56.3;C00-D48;Neoplasias
C56.4;C00-D48;Neoplasias
C56.5;C00-D48;Neoplasias
C56.6;C00-D48;Neoplasias
C56.7;C00-D48;Neoplasias
C56.8;C00-D48;Neoplasias
C56.9;C00-D48;Neoplasias
C57;C00-D48;Neoplasias
C57.0;C00-D48;Neoplasias
C57.1;C00-D48;Neoplasias
C57.2;C00-D48;Neoplasias
C57.3;C00-D48;Neoplasias
C57.4;C00-D48;Neoplasias
C57.5;C00-D48;Neoplasias
C57.6;C00-D48;Neoplasias
C57.7;C00-D48;Neoplasias
C57.8;C00-D48;Neoplasias
C57.9;C00-D48;Neoplasias
C58;C00-D48;Neoplasias
C58.0;C00-D48;Neoplasias
C58.1;C00-D48;Neoplasias
C58.2;C00-D48;Neoplasias
C58.3;C00-D48;Neoplasias
C58.4;C00-D48;Neoplasias
C58.5;C00-D48;Neoplasias
C58.6;C00-D48;Neoplasias
C58.7;C00-D48;Neoplasias
C58.8;C00-D48;Neoplasias
C58.9;C00-D48;Neoplasias
C59;C00-D48;Neoplasias
C59.0;C00-D48;Neoplasias
C59.1;C00-D48;Neoplasias
C59.2;C00-D48;Neoplasias
C59.3;C00-D48;Neoplasias
C59.4;C00-D48;Neoplasias
C59.5;C00-D48;Neoplasias
C59.6;C00-D48;Neoplasias
C59.7;C00-D48;Neoplasias
C59.8;C00-D48;Neoplasias
C59.9;C00-D48;Neoplasias
C60;C00-D48;Neoplasias
C60.0;C00-D48;Neoplasias
C60.1;C00-D48;Neoplasias
C60.2;C00-D48;Neoplasias
C60.3;C00-D48;Neoplasias
C60.4;C00-D48;Neoplasias
C60.5;C00-D48;Neoplasias
C60.6;C00-D48;Neoplasias
C60.7;C00-D48;Neoplasias
C60.8;C00-D48;Neoplasias
C60.9;C00-D48;Neoplasias
C61;C00-D48;Neoplasias
C61.0;C00-D48;Neoplasias
C61.1;C00-D48;Neoplasias
C61.2;C00-D48;Neoplasias
C61.3;C00-D48;Neoplasias
C61.4;C00-D48;Neoplasias
C61.5;C00-D48;Neoplasias
C61.6;C00-D48;Neoplasias
C61.7;C00-D48;Neoplasias
C61.8;C00-D48;Neoplasias
C61.9;C00-D48;Neoplasias
C62;C00-D48;Neoplasias
C62.0;C00-D48;Neoplasias
C62.1;C00-D48;Neoplasias
C62.2;C00-D48;Neoplasias
C62.3;C00-D48;Neoplasias
C62.4;C00-D48;Neoplasias
C62.5;C00-D48;Neoplasias
C62.6;C00-D48;Neoplasias
C62.7;C00-D48;Neoplasias
C62.8;C00-D48;Neoplasias
C62.9;C00-D48;Neoplasias
C63;C00-D48;Neoplasias
C63.0;C00-D48;Neoplasias
C63.1;C00-D48;Neoplasias
C63.2;C00-D48;Neoplasias
C63.3;C00-D48;Neoplasias
C63.4;C00-D48;Neoplasias
C63.5;C00-D48;Neoplasias
C63.6;C00-D48;Neoplasias
C63.7;C00-D48;Neoplasias
C63.8;C00-D48;Neoplasias
C63.9;C00-D48;Neoplasias
C64;C00-D48;Neoplasias
C64.0;C00-D48;Neoplasias
C64.1;C00-D48;Neoplasias
C64.2;C00-D48;Neoplasias
C64.3;C00-D48;Neoplasias
C64.4;C00-D48;Neoplasias
C64.5;C00-D48;Neoplasias
C64.6;C00-D48;Neoplasias
C64.7;C00-D48;Neoplasias
C64.8;C00-D48;Neoplasias
C64.9;C00-D48;Neoplasias
C65;C00-D48;Neoplasias
C65.0;C00-D48;Neoplasias
C65.1;C00-D48;Neoplasias
C65.2;C00-D48;Neoplasias
C65.3;C00-D48;Neoplasias
C65.4;C00-D48;Neoplasias
C65.5;C00-D48;Neoplasias
C65.6;C00-D48;Neoplasias
C65.7;C00-D48;Neoplasias
C65.8;C00-D48;Neoplasias
C65.9;C00-D48;Neoplasias
C66;C00-D48;Neoplasias
C66.0;C00-D48;Neoplasias
C66.1;C00-D48;Neoplasias
C66.2;C00-D48;Neoplasias
C66.3;C00-D48;Neoplasias
C66.4;C00-D48;Neoplasias
C66.5;C00-D48;Neoplasias
C66.6;C00-D48;Neoplasias
C66.7;C00-D48;Neoplasias
C66.8;C00-D48;Neoplasias
C66.9;C00-D48;Neoplasias
C67;C00-D48;Neoplasias
C67.0;C00-D48;Neoplasias
C67.1;C00-D48;Neoplasias
C67.2;C00-D48;Neoplasias
C67.3;C00-D48;Neoplasias
C67.4;C00-D48;Neoplasias
C67.5;C00-D48;Neoplasias
C67.6;C00-D48;Neoplasias
C67.7;C00-D48;Neoplasias
C67.8;C00-D48;Neoplasias
C67.9;C00-D48;Neoplasias
C68;C00-D48;Neoplasias
C68.0;C00-D48;Neoplasias
C68.1;C00-D48;Neoplasias
C68.2;C00-D48;Neoplasias
C68.3;C00-D48;Neoplasias
C68.4;C00-D48;Neoplasias
C68.5;C00-D48;Neoplasias
C68.6;C00-D48;Neoplasias
C68.7;C00-D48;Neoplasias
C68.8;C00-D48;Neoplasias
C68.9;C00-D48;Neoplasias
C69;C00-D48;Neoplasias
C69.0;C00-D48;Neoplasias
C69.1;C00-D48;Neoplasias
C69.2;C00-D48;Neoplasias
C69.3;C00-D48;Neoplasias
C69.4;C00-D48;Neoplasias
C69.5;C00-D48;Neoplasias
C69.6;C00-D48;Neoplasias
C69.7;C00-D48;Neoplasias
C69.8;C00-D48;Neoplasias
C69.9;C00-D48;Neoplasias
C70;C00-D48;Neoplasias
C70.0;C00-D48;Neoplasias
C70.1;C00-D48;Neoplasias
C70.2;C00-D48;Neoplasias
C70.3;C00-D48;Neoplasias
C70.4;C00-D48;Neoplasias
C70.5;C00-D48;Neoplasias
C70.6;C00-D48;Neoplasias
C70.7;C00-D48;Neoplasias
C70.8;C00-D48;Neoplasias
C70.9;C00-D48;Neoplasias
C71;C00-D48;Neoplasias
C71.0;C00-D48;Neoplasias
C71.1;C00-D48;Neoplasias
C71.2;C00-D48;Neoplasias
C71.3;C00-D48;Neoplasias
C71.4;C00-D48;Neoplasias
C71.5;C00-D48;Neoplasias
C71.6;C00-D48;Neoplasias
C71.7;C00-D48;Neoplasias
C71.8;C00-D48;Neoplasias
C71.9;C00-D48;Neoplasias
C72;C00-D48;Neoplasias
C72.0;C00-D48;Neoplasias
C72.1;C00-D48;Neoplasias
C72.2;C00-D48;Neoplasias
C72.3;C00-D48;Neoplasias
C72.4;C00-D48;Neoplasias
C72.5;C00-D48;Neoplasias
C72.6;C00-D48;Neoplasias
C72.7;C00-D48;Neoplasias
C72.8;C00-D48;Neoplasias
C72.9;C00-D48;Neoplasias
C73;C00-D48;Neoplasias
C73.0;C00-D48;Neoplasias
C73.1;C00-D48;Neoplasias
C73.2;C00-D48;Neoplasias
C73.3;C00-D48;Neoplasias
C73.4;C00-D48;Neoplasias
C73.5;C00-D48;Neoplasias
C73.6;C00-D48;Neoplasias
C73.7;C00-D48;Neoplasias
C73.8;C00-D48;Neoplasias
C73.9;C00-D48;Neoplasias
C74;C00-D48;Neoplasias
C74.0;C00-D48;Neoplasias
C74.1;C00-D48;Neoplasias
C74.2;C00-D48;Neoplasias
C74.3;C00-D48;Neoplasias
C74.4;C00-D48;Neoplasias
C74.5;C00-D48;Neoplasias
C74.6;C00-D48;Neoplasias
C74.7;C00-D48;Neoplasias
C74.8;C00-D48;Neoplasias
C74.9;C00-D48;Neoplasias
C75;C00-D48;Neoplasias
C75.0;C00-D48;Neoplasias
C75.1;C00-D48;Neoplasias
C75.2;C00-D48;Neoplasias
C75.3;C00-D48;Neoplasias
C75.4;C00-D48;Neoplasias
C75.5;C00-D48;Neoplasias
C75.6;C00-D48;Neoplasias
C75.7;C00-D48;Neoplasias
C75.8;C00-D48;Neoplasias
C75.9;C00-D48;Neoplasias
C76;C00-D48;Neoplasias
C76.0;C00-D48;Neoplasias
C76.1;C00-D48;Neoplasias
C76.2;C00-D48;Neoplasias
C76.3;C00-D48;Neoplasias
C76.4;C00-D48;Neoplasias
C76.5;C00-D48;Neoplasias
C76.6;C00-D48;Neoplasias
C76.7;C00-D48;Neoplasias
C76.8;C00-D48;Neoplasias
C76.9;C00-D48;Neoplasias
C77;C00-D48;Neoplasias
C77.0;C00-D48;Neoplasias
C77.1;C00-D48;Neoplasias
C77.2;C00-D48;Neoplasias
C77.3;C00-D48;Neoplasias
C77.4;C00-D48;Neoplasias
C77.5;C00-D48;Neoplasias
C77.6;C00-D48;Neoplasias
C77.7;C00-D48;Neoplasias
C77.8;C00-D48;Neoplasias
C77.9;C00-D48;Neoplasias
C78;C00-D48;Neoplasias
C78.0;C00-D48;Neoplasias
C78.1;C00-D48;Neoplasias
C78.2;C00-D48;Neoplasias
C78.3;C00-D48;Neoplasias
C78.4;C00-D48;Neoplasias
C78.5;C00-D48;Neoplasias
C78.6;C00-D48;Neoplasias
C78.7;C00-D48;Neoplasias
C78.8;C00-D48;Neoplasias
C78.9;C00-D48;Neoplasias
C79;C00-D48;Neoplasias
C79.0;C00-D48;Neoplasias
C79.1;C00-D48;Neoplasias
C79.2;C00-D48;Neoplasias
C79.3;C00-D48;Neoplasias
C79.4;C00-D48;Neoplasias
C79.5;C00-D48;Neoplasias
C79.6;C00-D48;Neoplasias
C79.7;C00-D48;Neoplasias
C79.8;C00-D48;Neoplasias
C79.9;C00-D48;Neoplasias
C80;C00-D48;Neoplasias
C80.0;C00-D48;Neoplasias
C80.1;C00-D48;Neoplasias
C80.2;C00-D48;Neoplasias
C80.3;C00-D48;Neoplasias
C80.4;C00-D48;Neoplasias
C80.5;C00-D48;Neoplasias
C80.6;C00-D48;Neoplasias
C80.7;C00-D48;Neoplasias
C80.8;C00-D48;Neoplasias
C80.9;C00-D48;Neoplasias
C81;C00-D48;Neoplasias
C81.0;C00-D48;Neoplasias
C81.1;C00-D48;Neoplasias
C81.2;C00-D48;Neoplasias
C81.3;C00-D48;Neoplasias
C81.4;C00-D48;Neoplasias
C81.5;C00-D48;Neoplasias
C81.6;C00-D48;Neoplasias
C81.7;C00-D48;Neoplasias
C81.8;C00-D48;Neoplasias
C81.9;C00-D48;Neoplasias
C82;C00-D48;Neoplasias
C82.0;C00-D48;Neoplasias
C82.1;C00-D48;Neoplasias
C82.2;C00-D48;Neoplasias
C82.3;C00-D48;Neoplasias
C82.4;C00-D48;Neoplasias
C82.5;C00-D48;Neoplasias
C82.6;C00-D48;Neoplasias
C82.7;C00-D48;Neoplasias
C82.8;C00-D48;Neoplasias
C82.9;C00-D48;Neoplasias
C83;C00-D48;Neoplasias
C83.0;C00-D48;Neoplasias
C83.1;C00-D48;Neoplasias
C83.2;C00-D48;Neoplasias
C83.3;C00-D48;Neoplasias
C83.4;C00-D48;Neoplasias
C83.5;C00-D48;Neoplasias
C83.6;C00-D48;Neoplasias
C83.7;C00-D48;Neoplasias
C83.8;C00-D48;Neoplasias
C83.9;C00-D48;Neoplasias
C84;C00-D48;Neoplasias
C84.0;C00-D48;Neoplasias
C84.1;C00-D48;Neoplasias
C84.2;C00-D48;Neoplasias
C84.3;C00-D48;Neoplasias
C84.4;C00-D48;Neoplasias
C84.5;C00-D48;Neoplasias
C84.6;C00-D48;Neoplasias
C84.7;C00-D48;Neoplasias
C84.8;C00-D48;Neoplasias
C84.9;C00-D48;Neoplasias
C85;C00-D48;Neoplasias
C85.0;C00-D48;Neoplasias
C85.1;C00-D48;Neoplasias
C85.2;C00-D48;Neoplasias
C85.3;C00-D48;Neoplasias
C85.4;C00-D48;Neoplasias
C85.5;C00-D48;Neoplasias
C85.6;C00-D48;Neoplasias
C85.7;C00-D48;Neoplasias
C85.8;C00-D48;Neoplasias
C85.9;C00-D48;Neoplasias
C86;C00-D48;Neoplasias
C86.0;C00-D48;Neoplasias
C86.1;C00-D48;Neoplasias
C86.2;C00-D48;Neoplasias
C86.3;C00-D48;Neoplasias
C86.4;C00-D48;Neoplasias
C86.5;C00-D48;Neoplasias
C86.6;C00-D48;Neoplasias
C86.7;C00-D48;Neoplasias
C86.8;C00-D48;Neoplasias
C86.9;C00-D48;Neoplasias
C87;C00-D48;Neoplasias
C87.0;C00-D48;Neoplasias
C87.1;C00-D48;Neoplasias
C87.2;C00-D48;Neoplasias
C87.3;C00-D48;Neoplasias
C87.4;C00-D48;Neoplasias
C87.5;C00-D48;Neoplasias
C87.6;C00-D48;Neoplasias
C87.7;C00-D48;Neoplasias
C87.8;C00-D48;Neoplasias
C87.9;C00-D48;Neoplasias
C88;C00-D48;Neoplasias
C88.0;C00-D48;Neoplasias
C88.1;C00-D48;Neoplasias
C88.2;C00-D48;Neoplasias
C88.3;C00-D48;Neoplasias
C88.4;C00-D48;Neoplasias
C88.5;C00-D48;Neoplasias
C88.6;C00-D48;Neoplasias
C88.7;C00-D48;Neoplasias
C88.8;C00-D48;Neoplasias
C88.9;C00-D48;Neoplasias
C89;C00-D48;Neoplasias
C89.0;C00-D48;Neoplasias
C89.1;C00-D48;Neoplasias
C89.2;C00-D48;Neoplasias
C89.3;C00-D48;Neoplasias
C89.4;C00-D48;Neoplasias
C89.5;C00-D48;Neoplasias
C89.6;C00-D48;Neoplasias
C89.7;C00-D48;Neoplasias
C89.8;C00-D48;Neoplasias
C89.9;C00-D48;Neoplasias
C90;C00-D48;Neoplasias
C90.0;C00-D48;Neoplasias
C90.1;C00-D48;Neoplasias
C90.2;C00-D48;Neoplasias
C90.3;C00-D48;Neoplasias
C90.4;C00-D48;Neoplasias
C90.5;C00-D48;Neoplasias
C90.6;C00-D48;Neoplasias
C90.7;C00-D48;Neoplasias
C90.8;C00-D48;Neoplasias
C90.9;C00-D48;Neoplasias
C91;C00-D48;Neoplasias
C91.0;C00-D48;Neoplasias
C91.1;C00-D48;Neoplasias
C91.2;C00-D48;Neoplasias
C91.3;C00-D48;Neoplasias
C91.4;C00-D48;Neoplasias
C91.5;C00-D48;Neoplasias
C91.6;C00-D48;Neoplasias
C91.7;C00-D48;Neoplasias
C91.8;C00-D48;Neoplasias
C91.9;C00-D48;Neoplasias
C92;C00-D48;Neoplasias
C92.0;C00-D48;Neoplasias
C92.1;C00-D48;Neoplasias
C92.2;C00-D48;Neoplasias
C92.3;C00-D48;Neoplasias
C92.4;C00-D48;Neoplasias
C92.5;C00-D48;Neoplasias
C92.6;C00-D48;Neoplasias
C92.7;C00-D48;Neoplasias
C92.8;C00-D48;Neoplasias
C92.9;C00-D48;Neoplasias
C93;C00-D48;Neoplasias
C93.0;C00-D48;Neoplasias
C93.1;C00-D48;Neoplasias
C93.2;C00-D48;Neoplasias
C93.3;C00-D48;Neoplasias
C93.4;C00-D48;Neoplasias
C93.5;C00-D48;Neoplasias
C93.6;C00-D48;Neoplasias
C93.7;C00-D48;Neoplasias
C93.8;C00-D48;Neoplasias
C93.9;C00-D48;Neoplasias
C94;C00-D48;Neoplasias
C94.0;C00-D48;Neoplasias
C94.1;C00-D48;Neoplasias
C94.2;C00-D48;Neoplasias
C94.3;C00-D48;Neoplasias
C94.4;C00-D48;Neoplasias
C94.5;C00-D48;Neoplasias
C94.6;C00-D48;Neoplasias
C94.7;C00-D48;Neoplasias
C94.8;C00-D48;Neoplasias
C94.9;C00-D48;Neoplasias
C95;C00-D48;Neoplasias
C95.0;C00-D48;Neoplasias
C95.1;C00-D48;Neoplasias
C95.2;C00-D48;Neoplasias
C95.3;C00-D48;Neoplasias
C95.4;C00-D48;Neoplasias
C95.5;C00-D48;Neoplasias
C95.6;C00-D48;Neoplasias
C95.7;C00-D48;Neoplasias
C95.8;C00-D48;Neoplasias
C95.9;C00-D48;Neoplasias
C96;C00-D48;Neoplasias
C96.0;C00-D48;Neoplasias
C96.1;C00-D48;Neoplasias
C96.2;C00-D48;Neoplasias
C96.3;C00-D48;Neoplasias
C96.4;C00-D48;Neoplasias
C96.5;C00-D48;Neoplasias
C96.6;C00-D48;Neoplasias
C96.7;C00-D48;Neoplasias
C96.8;C00-D48;Neoplasias
C96.9;C00-D48;Neoplasias
C97;C00-D48;Neoplasias
C97.0;C00-D48;Neoplasias
C97.1;C00-D48;Neoplasias
C97.2;C00-D48;Neoplasias
C97.3;C00-D48;Neoplasias
C97.4;C00-D48;Neoplasias
C97.5;C00-D48;Neoplasias
C97.6;C00-D48;Neoplasias
C97.7;C00-D48;Neoplasias
C97.8;C00-D48;Neoplasias
C97.9;C00-D48;Neoplasias
C98;C00-D48;Neoplasias
C98.0;C00-D48;Neoplasias
C98.1;C00-D48;Neoplasias
C98.2;C00-D48;Neoplasias
C98.3;C00-D48;Neoplasias
C98.4;C00-D48;Neoplasias
C98.5;C00-D48;Neoplasias
C98.6;C00-D48;Neoplasias
C98.7;C00-D48;Neoplasias
C98.8;C00-D48;Neoplasias
C98.9;C00-D48;Neoplasias
C99;C00-D48;Neoplasias
C99.0;C00-D48;Neoplasias
C99.1;C00-D48;Neoplasias
C99.2;C00-D48;Neoplasias
C99.3;C00-D48;Neoplasias
C99.4;C00-D48;Neoplasias
C99.5;C00-D48;Neoplasias
C99.6;C00-D48;Neoplasias
C99.7;C00-D48;Neoplasias
C99.8;C00-D48;Neoplasias
C99.9;C00-D48;Neoplasias
D00;C00-D48;Neoplasias
D00.0;C00-D48;Neoplasias
D00.1;C00-D48;Neoplasias
D00.2;C00-D48;Neoplasias
D00.3;C00-D48;Neoplasias
D00.4;C00-D48;Neoplasias
D00.5;C00-D48;Neoplasias
D00.6;C00-D48;Neoplasias
D00.7;C00-D48;Neoplasias
D00.8;C00-D48;Neoplasias
D00.9;C00-D48;Neoplasias
D01;C00-D48;Neoplasias
D01.0;C00-D48;Neoplasias
D01.1;C00-D48;Neoplasias
D01.2;C00-D48;Neoplasias
D01.3;C00-D48;Neoplasias
D01.4;C00-D48;Neoplasias
D01.5;C00-D48;Neoplasias
D01.6;C00-D48;Neoplasias
D01.7;C00-D48;Neoplasias
D01.8;C00-D48;Neoplasias
D01.9;C00-D48;Neoplasias
D02;C00-D48;Neoplasias
D02.0;C00-D48;Neoplasias
D02.1;C00-D48;Neoplasias
D02.2;C00-D48;Neoplasias
D02.3;C00-D48;Neoplasias
D02.4;C00-D48;Neoplasias
D02.5;C00-D48;Neoplasias
D02.6;C00-D48;Neoplasias
D02.7;C00-D48;Neoplasias
D02.8;C00-D48;Neoplasias
D02.9;C00-D48;Neoplasias
D03;C00-D48;Neoplasias
D03.0;C00-D48;Neoplasias
D03.1;C00-D48;Neoplasias
D03.2;C00-D48;Neoplasias
D03.3;C00-D48;Neoplasias
D03.4;C00-D48;Neoplasias
D03.5;C00-D48;Neoplasias
D03.6;C00-D48;Neoplasias
D03.7;C00-D48;Neoplasias
D03.8;C00-D48;Neoplasias
D03.9;C00-D48;Neoplasias
D04;C00-D48;Neoplasias
D04.0;C00-D48;Neoplasias
D04.1;C00-D48;Neoplasias
D04.2;C00-D48;Neoplasias
D04.3;C00-D48;Neoplasias
D04.4;C00-D48;Neoplasias
D04.5;C00-D48;Neoplasias
D04.6;C00-D48;Neoplasias
D04.7;C00-D48;Neoplasias
D04.8;C00-D48;Neoplasias
D04.9;C00-D48;Neoplasias
D05;C00-D48;Neoplasias
D05.0;C00-D48;Neoplasias
D05.1;C00-D48;Neoplasias
D05.2;C00-D48;Neoplasias
D05.3;C00-D48;Neoplasias
D05.4;C00-D48;Neoplasias
D05.5;C00-D48;Neoplasias
D05.6;C00-D48;Neoplasias
D05.7;C00-D48;Neoplasias
D05.8;C00-D48;Neoplasias
D05.9;C00-D48;Neoplasias
D06;C00-D48;Neoplasias
D06.0;C00-D48;Neoplasias
D06.1;C00-D48;Neoplasias
D06.2;C00-D48;Neoplasias
D06.3;C00-D48;Neoplasias
D06.4;C00-D48;Neoplasias
D06.5;C00-D48;Neoplasias
D06.6;C00-D48;Neoplasias
D06.7;C00-D48;Neoplasias
D06.8;C00-D48;Neoplasias
D06.9;C00-D48;Neoplasias
D07;C00-D48;Neoplasias
D07.0;C00-D48;Neoplasias
D07.1;C00-D48;Neoplasias
D07.2;C00-D48;Neoplasias
D07.3;C00-D48;Neoplasias
D07.4;C00-D48;Neoplasias
D07.5;C00-D48;Neoplasias
D07.6;C00-D48;Neoplasias
D07.7;C00-D48;Neoplasias
D07.8;C00-D48;Neoplasias
D07.9;C00-D48;Neoplasias
D08;C00-D48;Neoplasias
D08.0;C00-D48;Neoplasias
D08.1;C00-D48;Neoplasias
D08.2;C00-D48;Neoplasias
D08.3;C00-D48;Neoplasias
D08.4;C00-D48;Neoplasias
D08.5;C00-D48;Neoplasias
D08.6;C00-D48;Neoplasias
D08.7;C00-D48;Neoplasias
D08.8;C00-D48;Neoplasias
D08.9;C00-D48;Neoplasias
D09;C00-D48;Neoplasias
D09.0;C00-D48;Neoplasias
D09.1;C00-D48;Neoplasias
D09.2;C00-D48;Neoplasias
D09.3;C00-D48;Neoplasias
D09.4;C00-D48;Neoplasias
